,place_id,type,lat,lng,name,type_id
653,ChIJ1xy4VH-s8TURfq1qzZN2K7s,restaurant,39.948718,116.472451,ÜØ?Ô´?,Rx2562
654,ChIJ1XyGBWNS8DURuRat5KIQ2hU,restaurant,39.909292,116.368503,ÖÕò¢Û°óÉ?,Rx0430
655,ChIJ1Y-JxZlR8DUR6eigw2wmFnU,store,39.942752,116.305026,?Ðñ??ß¾??ïÁ,Sx1851
656,ChIJ1Y0o49RR8DURuW3Uhk-vPRk,lodging,39.921867,116.27988,Xuyuan Express Hotel,
657,ChIJ1y1zG39V8DURMTtBFBHCK38,park,40.048803,116.3869277,Dongxiaokou Forest Park,
658,ChIJ1y6FVhxU8DURtjBmF8ouSNA,store,39.996325,116.328301,à¹??Óì???,Sx0018
659,ChIJ1yBke7FW8DURLHae9Q0qjFs,park,39.9936725,116.3064932,Yanyuan,
660,ChIJ1yFfwHVW8DURiqMZ1osd4sA,beauty_salon,40.039138,116.323295,??ÕÃ??Ú¸é»?ùÁïÁ,
661,ChIJ1yHs9stT8DURW54cuIkqdvg,store,39.94629,116.342904,ÌÈ?êúöÔûùÍïïÁ,Sx0557
662,ChIJ1yJt02tR8DURVLUfsVoCZ7Y,store,39.967551,116.306728,ÓêçÈ?ñ¶?ïÁ,Sx1159
663,ChIJ1YoPQyVF8DURn_HgL4B3OCw,restaurant,39.929881,116.193766,úÅÍ£Òþ?,Rx1105
664,ChIJ1yQVFIyz8TURQrD7FbHT2qI,restaurant,39.7981065,116.4855233,Yuqing Tea House,Rx1805
665,ChIJ1YWY0nOt8TURcv6rrXEM7NY,night_club,39.890845,116.457842,?Û®í­÷»Ï¹???,Nc0014
666,ChIJ1Z3TeoFN8DURsKhE87KH134,store,39.893413,116.368495,çéÑÑËïî§,Sx0699
667,ChIJ1z64m0VR8DURBc1NrNUw8MU,lodging,39.9783033,116.3095652,Vantone Inn,Lx0070
668,ChIJ1Z6pvyJS8DURBWojC5JNDL8,restaurant,39.926195,116.335501,ÝÁÌÈã¼ÑÑæØúû÷×ñÐ?,Rx0123
669,ChIJ1ZB37XJS8DUReSxRGmUrNHA,lodging,39.910311,116.350722,Tiantai Hotel £¨West Gate£©,Lx0041
670,ChIJ1zbapeil8TURczKPqbR6aik,"store,home_goods_store",39.901113,116.626721,Xintong Building Materials,
671,ChIJ1ZCkDGpR8DURBBOCmNbd9UA,restaurant,39.9700819,116.305802,??óøè©ÝÂïÁ,Rx2893
672,ChIJ1zCKJ5FS8DURlIoxJ6Sx1HU,restaurant,39.90471,116.38903,?ãýóÉ?,Rx2503
673,ChIJ1zCWA0dR8DUR69qjN2M5qY8,restaurant,39.977721,116.303998,Ú¸?ñÐè©,Rx0862
674,ChIJ1zCWA0dR8DURyzEpTIcGn98,restaurant,39.977721,116.303998,Ú¸?ñÐè©,Rx2222
675,ChIJ1ze4_ChS8DURwToI4XlgjXA,restaurant,39.937308,116.327029,ÝÁÌÈÙ£??óÉ?êóùÚÍëÞÉ,Rx1799
676,ChIJ1zeGGhOs8TURWpnx0jCbw_w,restaurant,39.93156,116.49224,æÃ?ïÔ,Rx2906
677,ChIJ1ZhZ--EF8TURhd9Iozil2xo,lodging,40.0735383,116.5897575,Guohang Jizu Hostel,
678,ChIJ1zjqz1Ws8TUR9bLV8zDBFjM,beauty_salon,39.915645,116.468895,â³æ´Í¯Û°?Ýþ,
679,ChIJ2_6ALnNU8DURxuTtVLZB4XM,"store,lodging,restaurant,book_store,university",39.9859689,116.348976,Countrywide Higher School Student Information Consultation And Employment Guidance Center,Sx1457
680,ChIJ2_WnMIJU8DURW7n8g9KFLxA,restaurant,39.973572,116.379131,Ý£äÌ???,Rx0754
681,ChIJ2-213h9U8DURvxRrEvJpmGw,restaurant,40.002589,116.325224,ô¸èâô¸??ïÁ,Rx0314
682,ChIJ2-fomUZa8DURYiKWlVqE324,restaurant,39.992281,116.199378,úÅß£ÒþêÂ,Rx1401
683,ChIJ2-g05MVS8DURnJYqVOMCwnc,restaurant,39.912851,116.406638,Shuguo Tiandi,
684,ChIJ2-yYV6ZU8DURzsReXbgc0H4,restaurant,39.968429,116.404788,÷¼øÁùûú­?ÓÞñÐ?,
685,ChIJ202I3nZS8DURKdSsogWWLjI,transit_station,39.904263,116.357101,Fuxingmen,
686,ChIJ2032ShBU8DUR9jTQO0ukqtg,store,39.9925202,116.3395009,Happy Lemon,Sx0741
687,ChIJ20FWNq6s8TURyPv7YH1BdK8,store,39.951379,116.427718,ÝÁÌÈã¼øÝçéÛ®ë¿ãÝù¡???Ý»,Sx1577
688,ChIJ20lR9XBf8DURk2Xmx6k0QrI,park,40.1075896,116.0857155,Beijing Fenghuangling Nature Park,Kx0080
689,ChIJ20UsVDSp8TUR1ExYv9_quPE,restaurant,39.934751,116.540679,ãæ??ÕÞ??,Rx1959
690,ChIJ20vEfsdP8DURerML6uBPmqo,restaurant,39.904558,116.262698,ÙØÚ«à¤ïÃ,Rx1504
691,ChIJ20VFROxT8DURB_-BAyF0Jno,transit_station,39.967434,116.344635,ò¢?ÓÞ?ÞÑó×,Tx0260
692,ChIJ21CS0jVU8DURnOrk_kp3Zqg,restaurant,40.013958,116.345737,ô¸???,Rx0763
693,ChIJ21dLDhVO8DURFEnvYpJaZzw,store,39.8963391,116.3033494,Century Jiajiafu Supermarket,Sx0648
694,ChIJ21eLpWP_8DURV8IViVi8CQk,restaurant,40.05674,116.35695,ÍúÍú?óÉ?,Rx1881
695,ChIJ21hLCGlR8DUREOuGdHtAYlk,restaurant,39.967169,116.309265,Ø²ô»ûý?,Rx1387
696,ChIJ21RGAjZR8DURXiRJljRpmJc,restaurant,39.985601,116.301199,á³?õ½?ïÁ,Rx1753
697,ChIJ21S-OWNS8DURN0gt54LlFGg,restaurant,39.90812,116.36801,ü¢?üÞ??ÞÉ,Rx2041
698,ChIJ21ufWB9T8DURF8eI3VeVGJw,restaurant,39.9320842,116.3897332,ÊâÖõÚÌ?ù¡ïÁ,Rx0017
699,ChIJ21ykhUNH8DURJFxn9Wh3cfI,store,39.808678,116.15419,Zerunfa Water Station,Sx0375
700,ChIJ22l91etN8DURiV2g7ii8c6E,restaurant,39.886759,116.343202,üÕàò?×ÍÝúð¤?ãÇ,Rx2125
701,ChIJ22mWYh1V8DURWKtguFOCP_s,restaurant,40.00841,116.38609,÷é?Ýï?,Rx1864
702,ChIJ22q3xGeq8TURMU8is3xR1uI,restaurant,40.00664,116.47762,ùÁ?ß²Ê«õ½ñÐ?,
703,ChIJ22QcsXdR8DURZEUcLtqNnpw,store,39.951743,116.310718,ãê?Ñ©?ÍÆ?êóùÚÍëÞÉ?ÝÁ??Ý»,Sx1359
704,ChIJ22ut9ZtW8DUREIDfQ-dcq7U,"store,home_goods_store",40.0114138,116.318825,Jinrun Culture,Sx0352
705,ChIJ23-ObnlR8DURGMFPnTAu2Kk,"store,shoe_store",39.952552,116.317045,ù×üÕ??ù«Îýù«û¹?×â,Sx0418
706,ChIJ23FicGas8TUR0R2593t8ixo,restaurant,39.933204,116.476247,ÜØæÔóÉ?,Rx2343
707,ChIJ23YPeWSr8TURYKRY5Lx8RDE,store,39.959097,116.451326,ÑõÌÈ?ûÉ?÷ÃêóùÚÍëÞÉ,
708,ChIJ24-jcS9S8DUR54XbqmUMqZw,restaurant,39.935892,116.333215,Ï¢×ºúÅøÐí­,Rx2175
709,ChIJ24ac5_5T8DURi17OCQIX6V8,restaurant,39.981067,116.329316,??ãýá³ýÞ,Rx0535
710,ChIJ24BO3ehP8DURA1L-IlXn3NU,restaurant,39.9087,116.24647,ßÏ?ò¹ñÐ?,Rx1677
711,ChIJ24C1cUZR8DURxlmExljAZy4,store,39.9782281,116.3062723,Tsinghua Tongfang Computer Maintenance Center,Sx1099
712,ChIJ24Kj31Kr8TURaV1cLdRYFhI,store,39.9689001,116.4207088,Threesome Outdoors,Sx1715
713,ChIJ24oCYIhS8DURaZtcH4f31uU,store,39.9064664,116.3758752,Oleõ±ã¼,Sx0931
714,ChIJ24Z1vv-s8TURA6wVvZuiw80,restaurant,39.913962,116.465018,??öáóÉ?,
715,ChIJ25_wSEFR8DURyBpo1D_QEvE,hair_care,39.9747626,116.3059781,Silian Hairdressing,Hc0074
716,ChIJ25iA0yFS8DURMLhTQY3rb1Y,hair_care,39.92705,116.328097,Jacklion Hairdressing,Hc0053
717,ChIJ25J_UxZN8DURkppaSh8Bq04,store,39.8654512,116.3931962,Beijing Copy Xingzhiye Limited Company Sales Center,Sx0693
718,ChIJ25LBvntR8DUR1sOXVrQDDrc,restaurant,39.954743,116.317282,?Þ£???ß«?è©,Rx0524
719,ChIJ25qFNzBS8DURE65Mw-BXhuw,store,39.935721,116.338086,?û¿?ãÝù¡ïÁ,
720,ChIJ25ZNEfSq8TURWLuuyFV3PaU,restaurant,40.005041,116.461786,?ìíÛ°?,Rx1739
721,ChIJ266YwW9S8DURHrpv_SKB8Ps,restaurant,39.910843,116.3587219,Liufu Shark's Fin Restaurant,
722,ChIJ26oPf8JT8DURVxKb4dOAgSk,store,39.962086,116.339924,ñéçÈøµ××õ±ã¼,Sx0713
723,ChIJ26Zwzedg8TURxDyu99faSJ0,transit_station,40.143818,117.105728,ò¢?ÏÑ,Tx0118
724,ChIJ27AWpRdS8DUR2_NMMBc3Yh8,restaurant,39.922242,116.338846,ÖÕÝÁÌÈíÈ?Øü?,Rx1225
725,ChIJ27FV-zxS8DUR-QsvWU6FDY0,store,39.9266805,116.3391512,China Welfare Lottery,Sx0088
726,ChIJ27m2Xv5T8DUR0HC5gteGJkw,restaurant,39.98103,116.327599,õ®ê«Ý»Õªûý?,Rx2097
727,ChIJ27UFaRRO8DURMgrtX2jIjNI,transit_station,39.896965,116.305969,?ü£á³?,Tx0123
728,ChIJ28cqOnVU8DUR4eg1DVF7GnU,stadium,39.980339,116.345814,ÝÁùþ?ëÀ?,St0012
729,ChIJ28Dygamt8TURvV-SCem32XU,"bakery,store,restaurant",39.90632,116.46946,?×ìÛöãÒà¤ïÃ,Yx0011
730,ChIJ28Dygamt8TURxiOkUR682ZQ,"store,bakery,restaurant",39.90632,116.46946,ùê××è©öáóÉ,
731,ChIJ28GqFspW8DUR3dSgSGGP4-E,university,39.994908,116.300214,Peking University Science And Society Research Center,Ux0220
732,ChIJ29_xp0qt8TURWr1SDn-4X7c,lodging,39.904199,116.420176,Beijing Foreign Language Bookstore Hostel,Lx0370
733,ChIJ29a1LuxU8DURM9fIbt8HMzQ,restaurant,39.9933736,116.3873793,â©ØªÛ°?ëòóÉ?,Rx1878
734,ChIJ29Fw1n-r8TURLoksu9EQXKE,store,39.951111,116.464041,èâÎßÎ¯Îü?Ý»,Sx2405
735,ChIJ29hnB0Va8DURftZEBegGXuc,tourist_attraction,39.989574,116.197506,Qingweiliao,
736,ChIJ29wH1kw58DURtE6s0O-gNew,beauty_salon,39.735591,116.136319,û´?Ú¸?ðãúþÏõ?,
737,ChIJ29zHD0JR8DURM1U5Z3hRS3I,"store,bakery",39.970468,116.308105,?Íý??,Sx1188
738,ChIJ2a4aoEZR8DURGW9CZTtPlAg,restaurant,39.9762234,116.3065022,Gabu Gabu,Rx2221
739,ChIJ2a8IhTWt8TURUfHDwBAHRw4,store,39.9040183,116.4226615,Easy Joy Convenience Store,Sx1310
740,ChIJ2aJdAZRW8DURPwiNprPe-8w,tourist_attraction,40.013018,116.306928,Fanghu Shengjing,Ta0015
741,ChIJ2aXJvqqr8TURrZggGDHE0kQ,restaurant,39.987439,116.467807,?ö©ãÇöã?éö,Rx2803
742,ChIJ2bJQe1RT8DURV2OgtZ6H4Ds,restaurant,39.95856,116.4160449,Improved Home Cooking,Rx1316
743,ChIJ2bXAKLqr8TURXJ6HsMIOwoI,restaurant,39.9730591,116.4841775,?ûý?,Rx2444
744,ChIJ2c7dDFFT8DURPdRO6PfOjW0,restaurant,39.957077,116.41189,Xide Shun Quick-Fried Tripe Wangbaodu,
745,ChIJ2cGWay9V8DURHEeNNYEuV8w,hair_care,40.009022,116.408814,Meizi Beauty Body,
746,ChIJ2ci-ZyJU8DURwz-9ZrAJtq4,"stadium,university",40.003237,116.33317,LG Chem Tsinghua £¨Department of Chemical Engineering£© Joint Lab,St0011
747,ChIJ2cktHgJU8DURGdyEBaTOzfw,restaurant,39.989498,116.326219,ßÏ?ï×,Rx0321
748,ChIJ2d5g63dR8DURWlw8sxz0tJk,store,39.950945,116.31201,?ûÏÔ×?ô»â©??Ý»,
749,ChIJ2d5ZChJO8DURViIuOJj3DNc,lodging,39.896045,116.3128683,Zhongtianshi Business Hotel,
750,ChIJ2dA5nhar8TURpHplJWrefWk,restaurant,39.979125,116.447188,éï?óÉ??,
751,ChIJ2dcVqg5R8DURZ5RoV1Z6Jn8,restaurant,39.958921,116.29534,???á³ûý?,Rx0370
752,ChIJ2dxhR5FU8DUR31qznJoceKk,restaurant,39.98154,116.38151,ù½?ú­?,Rx0699
753,ChIJ2dxhR5FU8DURbc3LoMjoynM,restaurant,39.98146,116.38516,?òÒ?,Rx0251
754,ChIJ2dxhR5FU8DURDgiKEOyXo3M,restaurant,39.986052,116.391487,?ßÖñÐ?,Rx2486
755,ChIJ2dxhR5FU8DUREYsPyAT2ZxI,restaurant,39.98122,116.38183,×Þ×Þõ½ÓÞ?ËÌ???ë¿,Rx2571
756,ChIJ2dXNyhas8TUR-uAguFwJmpQ,hair_care,39.928374,116.497701,Jingshen Style,Hc0071
757,ChIJ2e2-tbNR8DURJJbKrqr63sg,store,39.944934,116.282029,Ê¢÷×?÷Ã,Sx2352
758,ChIJ2efGr-us8TURvcH3tLP7gMQ,restaurant,39.9332508,116.446569,Xin Adu Health Preservation Hot Pot,
759,ChIJ2ePI8-ys8TURKTx_2dUJJpU,restaurant,39.93258,116.44502,Òý?ñýìí,Rx2808
760,ChIJ2fb0qY6y8TURF4BWx_2Kmwg,lodging,39.86098,116.460313,Elan Hotels,
761,ChIJ2fnM4S1X8DURqoQPZKCgoGE,restaurant,40.003785,116.267179,ÝÁÌÈùÕï£?óÉ?,Rx2496
762,ChIJ2fNZ07ex8TURbm1UTS-gt7g,restaurant,39.833288,116.552088,Qiyaya,Rx1534
763,ChIJ2Q4MGPZT8DUR3fHp_-zscGA,restaurant,39.980489,116.341204,ÛÝ???à¤Øü?,Rx1588
764,ChIJ2Q8qGG5U8DURtmoT9ftpK9A,travel_agency,39.9876298,116.3557203,Train Tickets Air Tickets Consignment Department,
765,ChIJ2Qe-MIdN8DURO9hgcbvh28k,restaurant,39.896869,116.3656,ñì?Ú¸ãÝûý?ïÁ,Rx2402
766,ChIJ2Qe0VL9P8DUR5YtoaCkR7Fw,store,39.904725,116.259971,?ÚªéÄù¡,Sx1304
767,ChIJ2QE3teRT8DURyKb2dNy2QsQ,restaurant,39.9735976,116.3328817,Shihao Lucky Wonton,Rx0626
768,ChIJ2QHxfOJT8DURcievf5wqneI,store,39.972682,116.325531,àøéÔ?ùêßÂïÁ,Sx2464
769,ChIJ2QlsMgdO8DURsFds4LByFU8,lodging,39.9038696,116.3227172,Beijing Bi Tianzhongding Hostel,Lx0173
770,ChIJ2QOvZsdR8DURL6A9Th5abUs,lodging,39.934814,116.29361,Beijing LongWu Hotel,Lx0443
771,ChIJ2R3ZuRCt8TURPrGNQiMVoZQ,restaurant,39.9056804,116.4501245,The Sixth Club,
772,ChIJ2R9MEghS8DURuR5CsY_D2fs,"store,restaurant",39.906249,116.337652,?ÎÛ?Øü?,
773,ChIJ2R9z7kBa8DURs3sa8exJ3BY,lodging,39.9939011,116.2031622,Xiangshan Baoyi Mountain Villa £¨East Gate£©,Lx0553
774,ChIJ2Rgx_wNS8DURMDfE908U3W0,"store,book_store",39.912005,116.330726,Keshui Bookstore,Sx1683
775,ChIJ2RhfYn9W8DURNjliBW08adU,store,40.026451,116.324835,Mei Wumeilian Supermarket,Sx0629
776,ChIJ2RifFzBO8DURPa_Is0q4kiU,store,39.907031,116.288209,Tiandi Wholesale Market,Sx1595
777,ChIJ2S0I8lgZ9DURyiJoeBCWyto,lodging,40.659256,117.28304,Beauties Hot Spring Boutique Hotel,Lx0457
778,ChIJ2S1gU8hS8DURewHvmKnwyiE,restaurant,39.908755,116.410434,?33óÉ?,Rx2839
779,ChIJ2S26r3tT8DURLxERE3E8yrU,restaurant,39.9636886,116.3742223,ó¢ô¸á³ýÞ,Rx0611
780,ChIJ2S5KqYBN8DURi6mznZpI2oI,"store,home_goods_store",39.897884,116.36672,Longsheng Decoration Door And Window Expert,Sx0443
781,ChIJ2S8YWf5T8DURzLggH_wViIc,store,39.981118,116.327668,Shunyi Chengxin Supermarket,Sx1860
782,ChIJ2ScKCtOo8TUR-AfpKHWB6y8,park,39.9267921,116.5687268,Huangqu Park,
783,ChIJ2SGOfsZS8DURAOVCaghNj3w,restaurant,39.912565,116.404864,ëÀ?óÉ?,Rx0010
784,ChIJ2SjM1Lur8TUR2omTt69fZAQ,university,39.9724567,116.4841598,Beijing Information Technology College £¨East Gate£©,Ux0272
785,ChIJ2SOrhDWu8TURLAtMbG32lVk,restaurant,39.869973,116.557655,Louji Hejian Donkey Burger,Rx1539
786,ChIJ2StkD3lR8DURwLykkn_i25k,restaurant,39.951783,116.31669,Tianchi Restaurant,Rx1565
787,ChIJ2THUOKCu8TURXEzgblGw24A,hair_care,39.920255,116.51566,Shangyan Beauty Health Preservation Assembly Hall,Hc0019
788,ChIJ2TiygcZU8DURQhRNJwSiA5c,restaurant,39.989417,116.404432,Ù«Ô´Òþ???õ½ïÁ,Rx1153
789,ChIJ2TkpavZT8DURM4y6i4MZJRM,"store,bakery",39.977704,116.3422774,çþò¹ÙØ??ß«?,Sx0355
790,ChIJ2TQvPVN18TURysh89lQnYRE,store,39.9516862,116.7980804,Newsstand,
791,ChIJ2U4HAYFN8DURe7dZwQI0ChE,store,39.8951339,116.3691379,Ruisheng Wine & Cigarette,Sx2042
792,ChIJ2UbqamdW8DURhfQctbkgf2o,"bar,night_club",40.035514,116.303785,??KTV,
793,ChIJ2UbqamdW8DURLOxbxLTO9uE,restaurant,40.0347107,116.3027164,ÑÑ??ÓÞñÐ?,Rx1965
794,ChIJ2UdY5ptS8DURZCh7y0dqo3A,beauty_salon,39.89845,116.389317,ÝÁÌÈÎÛ??ñÁ×â?ïÁ,Bs0045
795,ChIJ2UL5E-BT8DURbXJ1u4WRKo0,"store,clothing_store",39.966444,116.326079,STACCATO,Sx2490
796,ChIJ2ULfv71V8DURMV5ClJf3L_c,restaurant,40.033629,116.356049,???ûý?àò,Rx1192
797,ChIJ2UsrJchP8DUREYaxq34ROj4,store,39.90363,116.267945,Cafe de Flore,
798,ChIJ2V3BWcmr8TURhTGfqcf3DPg,restaurant,39.976883,116.4903693,ÎúÌ«øµ?,Rx1005
799,ChIJ2V9IaD5R8DURwqNvagLTOs8,store,39.974371,116.296796,????ÑÃ?ÑÑÊ¢ÌØñé???ïÁ,Sx0909
800,ChIJ2VDjtiBS8DUR1skGydXlOrI,store,39.931574,116.326187,GUODUOMEI,Sx1001
801,ChIJ2VEgSEFQ8DURTZFP40wL9Kw,store,39.9469185,116.2593418,Hengsheng Cigarette,
802,ChIJ2w3eH4VT8DUR_U5BQx_H6bQ,restaurant,39.967372,116.3632996,Fukouju,Rx0652
803,ChIJ2W5npkZO8DURQy9QernV-dQ,restaurant,39.89115,116.28818,?ÜØô»Òþ??,Rx0289
804,ChIJ2wb8l_ZU8DURHa6C48i4eWA,store,39.996948,116.376576,China Welfare Lottery,
805,ChIJ2wFmXpRS8DUROP862pYr-fY,store,39.9086266,116.3915081,Thrive Food Shop,Sx0258
806,ChIJ2wFYZr9V8DUR_X0267qV1C4,store,40.032961,116.349209,ÝÁÌÈÌ×ìéÓÑ?ïÁ,Sx0975
807,ChIJ2WN6BPtT8DURUoOksAXSqfI,beauty_salon,39.975335,116.333397,Ú¸?â±ãó??Ïõ??ßÌ?ÝÂïÁ,Bs0030
808,ChIJ2WPj6thV8DURb4fre26IMFo,restaurant,40.0347992,116.3289487,?àüÓìØ«Õ¸ü£ßæ,Rx1020
809,ChIJ2WRJmwlU8DURQTaZ-m6hXpk,"store,clothing_store",39.982892,116.341892,Zhongjing Sizhengzhuang,Sx0378
810,ChIJ2Wt5ME9T8DURHUv5PTXo614,store,39.950512,116.4096186,Aoshikai,Sx2467
811,ChIJ2WX6AslU8DURZxITOmeY1sg,store,39.986078,116.41068,???ú¼??õ½ã¼??ú¼òÁ?ïÁ,
812,ChIJ2X0bFmQ88TURY-wL-fh2aSw,restaurant,40.346355,116.66268,á¦ò±ñÐÊ«,
813,ChIJ2x1R4shP8DUR3mA9trbuX9U,restaurant,39.90602,116.268699,ß£à¤?í­ÓïÞûØü,
814,ChIJ2X6WaEhU8DURn6bLhbTwx7Y,"store,bakery",40.008408,116.350704,iceice,
815,ChIJ2X89KFqs8TURzjqYRU0bmbo,lodging,39.922067,116.472555,?ãçÕé?,Lx0103
816,ChIJ2XapfFRT8DURzMHz_vxfDE4,restaurant,39.9585608,116.4160811,Sichuan Flavor Restaurant,Rx1227
817,ChIJ2xe2eQCn8TURbfcmBQUPcys,restaurant,39.944026,116.655548,Northeast Barbecue Rice Noodles Iron Pan Chaiji,Rx1185
818,ChIJ2XFBKxlO8DURNpSrysihM2E,restaurant,39.908448,116.304575,Ùãß£?îï?,Rx0359
819,ChIJ2xhj0hRR8DUR5BFWJIpUY4Y,store,39.968687,116.301129,ÝÁÌÈô¸?ùö?Ñ©??æ¶êóùÚÍëÞÉ,Sx0304
820,ChIJ2xmsoV6r8TURsLASczCxJ3g,hair_care,39.961903,116.438412,Dangdang Nail Art Wu,Hc0039
821,ChIJ2xN1wjBR8DUR63GO3FCvGEQ,park,39.984537,116.293953,ú­ïãÍë?Ø²×³?,Kx0087
822,ChIJ2XoB58dP8DURTw-SOPtV4SM,restaurant,39.9052285,116.2653834,Hong Zhuangyuan Yong Conjee Restaurant,Rx1480
823,ChIJ2XYng7JN8DURu2ZqNjQcs2g,store,39.863253,116.360177,øµÚÅßÂïÁ,
824,ChIJ2XynXwlU8DURC01GSILNE88,store,39.984446,116.342532,Weiwei Store,Sx1972
825,ChIJ2y-FLM9P8DUR2ViYr6AncVU,lodging,39.90782,116.268443,ÝÁÌÈ?õþê½ôýÓâá¶,
826,ChIJ2Yb1iQ-r8TUR7t05KGJvNIo,store,39.981466,116.456641,Bridgestone tire shop,Sx2481
827,ChIJ2yI8uHxS8DUR9x3Omo_g0IA,bar,39.906712,116.367635,?ÑÑñÐ?,Qx0033
828,ChIJ2yoUvANO8DUR03wt5C5_Ck4,restaurant,39.906891,116.317126,?Ë°óÉ?,Rx1853
829,ChIJ2yQehl6s8TUR1OGlEjpBuHc,store,39.9272975,116.4717709,Xinxin Convenience Store,Sx2291
830,ChIJ2YQTvqiq8TUR7AXZT1eN5Xg,restaurant,40.032226,116.430019,Ë¬Ë¬?ÝÁóø?,
831,ChIJ2YsJfMtW8DUR8o63mcQcUyw,transit_station,39.994129,116.295784,à¤ê½?êÂ,Tx0188
832,ChIJ2YuQdPBT8DURvorXuEd0f1Q,restaurant,39.9738372,116.3372174,ÌÈÚ«á³ýÞïÁ,Rx0894
833,ChIJ2Yw7sXRS8DURiRRif9qWtfM,store,39.9064236,116.3490489,?ì¥?,Sx2456
834,ChIJ2yz2-KlR8DURng2AZZYWHGE,restaurant,39.956261,116.283739,ö©û°?Ó±?Û®á¦?àòïÁ,Rx2637
835,ChIJ2Zk3PiWr8TURYBFQV47oBVQ,"store,furniture_store,home_goods_store",39.9884946,116.4328886,Yishi International Home Furnishings,Fx0003
836,ChIJ2ZLt3kmt8TUREv2oqfLN6U8,"store,lodging,restaurant,shoe_store,bar,beauty_salon,clothing_store",39.9024,116.427,éö?ñýàø,
837,ChIJ3_9X4axW8DURMnFwTPJIDcs,travel_agency,39.988566,116.316411,ÝÁÓÞ??Õéú¼Þä,Tg0023
838,ChIJ3_FxFwVS8DUR_WhOsbku9_U,restaurant,39.914198,116.334604,Ýó?å¨?,Rx2192
839,ChIJ3_kA9_5T8DUR8m4D9n_LPvs,restaurant,39.981093,116.328089,?ãýóÉ?Ú¸ãÝ?,Rx1709
840,ChIJ3_tXh8pT8DURfAd96Vw9YGo,store,39.943422,116.348146,?èÚèÚ?ÚªéÄù¡ïÁ,Sx0282
841,ChIJ3_wT4BRS8DURs13exeiA-hc,restaurant,39.9196869,116.3470162,ä¨ÎúÒþÞì,Rx1272
842,ChIJ3-0ZmipT8DURdSYXd-5FS5M,store,39.939772,116.417071,??Ê¢ìÑÝÁãæ?ïÁ,Sx1673
843,ChIJ3-32zH2t8TURx31ecGSxK-g,store,39.877697,116.459714,?ú¼Ñ©?ÝÁÌÈ??ïÁ,Sx1278
844,ChIJ3-5N5XJS8DURC97MJIGU_Vw,travel_agency,39.909807,116.350753,Train Plane Tickets Office,Tg0058
845,ChIJ3-eJRBhT8DURqXTiTAbJ50Q,bar,39.9370853,116.3880239,ïÊÔç,Qx0036
846,ChIJ3-FLi2IG8TURUmmjvm_tdIs,lodging,40.067465,116.56137,Beijing Airport Blue Sky Hotel,
847,ChIJ3-jZb3RS8DURywLn4_oucAk,restaurant,39.905838,116.35237,Taosuwang Nanlishi Road Shop,Rx1542
848,ChIJ3-RQJBhN8DURXhfXS-wDJg0,hair_care,39.862373,116.393789,Xiaomi Hairdressing,
849,ChIJ3-zncWVR8DUR7KTlhdg7AAc,restaurant,39.960717,116.314154,Jinggong Local Favor Dinning Hall,
850,ChIJ305P70hR8DUR-LuxCL1HiV0,restaurant,39.981929,116.305344,Yippin,Rx0421
851,ChIJ30mbcVCr8TURemxQQBlS-sc,restaurant,39.96723,116.43061,?ñ¶Ê«?,Rx0586
852,ChIJ30VfhLmr8TUR8tcEhByyI-A,restaurant,39.972614,116.484848,æØ?Ê«ßÈóø?,Rx2433
853,ChIJ30WQG3FR8DURm0ov5uSgUTg,store,39.956771,116.309762,Îè?Ùþûù?Ò·ù¡ñéãý,Sx0231
854,ChIJ313cL9FS8DURw4Z_-aIxKkQ,store,39.920325,116.411241,øµ××õ±ã¼,Sx2279
855,ChIJ316k3hWs8TURlo85nnENBBE,park,39.9255258,116.4957927,Honglingjin Park £¨East Gate£©,Kx0058
856,ChIJ31nQI8JQ8DURB58KqhpS_Wk,"bar,night_club",39.982967,116.260297,ûÇ?Ùþûù??ñéãý,
857,ChIJ31RGAy2r8TURLWnuUps4wsY,restaurant,39.9922579,116.4216831,Zhouheiya,
858,ChIJ31uKBfpT8DURJMy38oVOcz4,restaurant,39.9756043,116.3310922,?àò??ïÁ,Rx0618
859,ChIJ32gM-gpS8DUROL7tqnaxa7g,store,39.905025,116.346053,øÁËÀßÂïÁ,Sx1078
860,ChIJ32SmA0RU8DURxRund3RILIE,university,40.0021,116.354702,China Agricultural University College of Economics & Management,Ux0186
861,ChIJ32zrL6my8TUR_9X2fVWc3iU,store,39.879046,116.427589,Íï??ù¡?,Sx0037
862,ChIJ332wz3828DURXqwUTqwjGLA,restaurant,39.717602,116.322591,ãæéÔðÎñÐ?,
863,ChIJ33cnN9hT8DURCBNm1pmtzAY,"store,shoe_store",39.956622,116.327339,ù×üÕ??ù«Îýù«û¹?×â,Sx2005
864,ChIJ33v6Ze9R8DURHsWSCaEIAWk,store,39.922358,116.309121,mdoÜ×?ïÁ,Sx1434
865,ChIJ33WYnov-8DURAhIbF9b-H7A,hair_care,40.111136,116.367414,Mingyuanhui Beauty Health Preservation,
866,ChIJ34_bmo5U8DURhypsflss2Qk,beauty_salon,39.985394,116.380221,?÷ïÚ¸é»Ú¸?,Bs0092
867,ChIJ346ICc9S8DURoyZ4RY9B2-0,store,39.91398,116.409443,SCALER,Sx0153
