Unnamed: 0,Unnamed: 0.1,id,sequence,time,user_id,time_min,min,places,seq_list,user_duration_mean,user_duration_std,diff_mean,trimmed,trimmed_cnt,durations
1183,1183,20090121032727,----Bs0168Bs0168---Rx1283Rx1283---Bs0169-Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085Sx1085--------------,3:03:00,37,0 days 03:03:00,183,"['Bs0168', 'Rx1283', 'Bs0169', 'Sx1085']","['Bs0168', 'Bs0168', 'Rx1283', 'Rx1283', 'Bs0169', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085']",318.83870967741933,179.4473175752322,-135.83870967741933,"['Bs0168', 'Rx1283', 'Bs0169', 'Sx1085']",4,"[2, 2, 1, 26]"
1184,1184,20090224235130,-------Rx1284-------Lx0248Lx0248--Rx1285-Rx1286Rx1286Rx1286Rx1286------------,4:59:00,37,0 days 04:59:00,299,"['Rx1284', 'Lx0248', 'Rx1285', 'Rx1286']","['Rx1284', 'Lx0248', 'Lx0248', 'Rx1285', 'Rx1286', 'Rx1286', 'Rx1286', 'Rx1286']",318.83870967741933,179.4473175752322,-19.83870967741933,"['Rx1284', 'Lx0248', 'Rx1285', 'Rx1286']",4,"[1, 2, 1, 4]"
1185,1185,20090302013609,Sx0396-Lx0249Lx0249---Tx0048Tx0048Tx0048----Sx1086Sx1086--------Lx0067Lx0067Lx0067Lx0067-------,2:25:00,37,0 days 02:25:00,145,"['Sx0396', 'Lx0249', 'Tx0048', 'Sx1086', 'Lx0067']","['Sx0396', 'Lx0249', 'Lx0249', 'Tx0048', 'Tx0048', 'Tx0048', 'Sx1086', 'Sx1086', 'Lx0067', 'Lx0067', 'Lx0067', 'Lx0067']",318.83870967741933,179.4473175752322,-173.83870967741933,"['Sx0396', 'Lx0249', 'Tx0048', 'Sx1086', 'Lx0067']",5,"[1, 2, 3, 2, 4]"
1186,1186,20090305055706,Rx0094---Rx1287Rx1287-----Kx0044----------------Sx0061Sx0061--,2:58:00,37,0 days 02:58:00,178,"['Rx0094', 'Rx1287', 'Kx0044', 'Sx0061']","['Rx0094', 'Rx1287', 'Rx1287', 'Kx0044', 'Sx0061', 'Sx0061']",318.83870967741933,179.4473175752322,-140.83870967741933,"['Rx0094', 'Rx1287', 'Kx0044', 'Sx0061']",4,"[1, 2, 1, 2]"
1187,1187,20090316055000,Rx0497------Rx1288Rx1288------Lx0250Lx0250Lx0250Lx0250----Tx0105Tx0105--Sx1087--------------Sx1088--,3:25:00,37,0 days 03:25:00,205,"['Rx0497', 'Rx1288', 'Lx0250', 'Tx0105', 'Sx1087', 'Sx1088']","['Rx0497', 'Rx1288', 'Rx1288', 'Lx0250', 'Lx0250', 'Lx0250', 'Lx0250', 'Tx0105', 'Tx0105', 'Sx1087', 'Sx1088']",318.83870967741933,179.4473175752322,-113.83870967741932,"['Rx0497', 'Rx1288', 'Lx0250', 'Tx0105', 'Sx1087', 'Sx1088']",6,"[1, 2, 4, 2, 1, 1]"
1188,1188,20090316235018,-------Sx0327Sx0327Sx0327Sx0327Sx0327Sx0327Sx0327Sx0327Sx0327-------Rx1289Rx1289Rx1289Rx1289Rx1289Rx1289Rx1289Rx1289----Sx1089----------------------Rx1290Rx1290Rx1290Rx1290Rx1290Rx1290Rx1290Rx1290Rx1290Rx1290----Sx1089----,6:19:00,37,0 days 06:19:00,379,"['Sx0327', 'Rx1289', 'Sx1089', 'Rx1290']","['Sx0327', 'Sx0327', 'Sx0327', 'Sx0327', 'Sx0327', 'Sx0327', 'Sx0327', 'Sx0327', 'Sx0327', 'Rx1289', 'Rx1289', 'Rx1289', 'Rx1289', 'Rx1289', 'Rx1289', 'Rx1289', 'Rx1289', 'Sx1089', 'Rx1290', 'Rx1290', 'Rx1290', 'Rx1290', 'Rx1290', 'Rx1290', 'Rx1290', 'Rx1290', 'Rx1290', 'Rx1290', 'Sx1089']",318.83870967741933,179.4473175752322,60.16129032258067,"['Sx0327', 'Rx1289', 'Sx1089', 'Rx1290', 'Sx1089']",5,"[9, 8, 1, 10, 1]"
1189,1189,20090318013908,Lx0067-Rx1080---------Rx1291----------------------------------Rx1292Rx1292Rx1293Rx1293Rx1293Rx1293Rx1293Rx1293Rx1293----------Ux0166Ux0166Ux0166-----------------------,8:28:00,37,0 days 08:28:00,508,"['Lx0067', 'Rx1080', 'Rx1291', 'Rx1292', 'Rx1293', 'Ux0166']","['Lx0067', 'Rx1080', 'Rx1291', 'Rx1292', 'Rx1292', 'Rx1293', 'Rx1293', 'Rx1293', 'Rx1293', 'Rx1293', 'Rx1293', 'Rx1293', 'Ux0166', 'Ux0166', 'Ux0166']",318.83870967741933,179.4473175752322,189.16129032258067,"['Lx0067', 'Rx1080', 'Rx1291', 'Rx1292', 'Rx1293', 'Ux0166']",6,"[1, 1, 1, 2, 7, 3]"
1190,1190,20090322235043,----Sx1090Sx1090---Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294Rx1294-----Sx1091--Sx1091Sx1091Sx1091Sx1091Sx1091Sx1091-----Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295Rx1295------Sx1085Sx1085Sx1085Sx1085-------Sx1092Sx1092-Sx0062--,5:11:00,37,0 days 05:11:00,311,"['Sx1090', 'Rx1294', 'Sx1091', 'Rx1295', 'Sx1085', 'Sx1092', 'Sx0062']","['Sx1090', 'Sx1090', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Rx1294', 'Sx1091', 'Sx1091', 'Sx1091', 'Sx1091', 'Sx1091', 'Sx1091', 'Sx1091', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Rx1295', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1085', 'Sx1092', 'Sx1092', 'Sx0062']",318.83870967741933,179.4473175752322,-7.838709677419331,"['Sx1090', 'Rx1294', 'Sx1091', 'Rx1295', 'Sx1085', 'Sx1092', 'Sx0062']",7,"[2, 22, 7, 22, 4, 2, 1]"
1191,1191,20090327012227,---Rx1296Rx1296Rx1296Rx1296----Sx1093--Rx1297Rx1297Rx1297Rx1297Rx1297-------Sx1094--,1:48:00,37,0 days 01:48:00,108,"['Rx1296', 'Sx1093', 'Rx1297', 'Sx1094']","['Rx1296', 'Rx1296', 'Rx1296', 'Rx1296', 'Sx1093', 'Rx1297', 'Rx1297', 'Rx1297', 'Rx1297', 'Rx1297', 'Sx1094']",318.83870967741933,179.4473175752322,-210.83870967741933,"['Rx1296', 'Sx1093', 'Rx1297', 'Sx1094']",4,"[4, 1, 5, 1]"
1192,1192,20090328025907,----Sx1085Sx1085--------------Rx1298Rx1298Rx1298Rx1298Rx1298Rx1298Rx1298Rx1298Rx1298Rx1298Rx1298Rx1298Rx1298Rx1298Rx1298Rx1298-Rx1299-----------Bs0170Bs0170-------Rx1292Rx1292Rx1292Rx1292Rx1292Rx1292Rx1292Rx1292Rx1292Rx1292Rx1292Rx1292Rx1292Rx1292-------------Ux0024---,7:21:00,37,0 days 07:21:00,441,"['Sx1085', 'Rx1298', 'Rx1299', 'Bs0170', 'Rx1292', 'Ux0024']","['Sx1085', 'Sx1085', 'Rx1298', 'Rx1298', 'Rx1298', 'Rx1298', 'Rx1298', 'Rx1298', 'Rx1298', 'Rx1298', 'Rx1298', 'Rx1298', 'Rx1298', 'Rx1298', 'Rx1298', 'Rx1298', 'Rx1298', 'Rx1298', 'Rx1299', 'Bs0170', 'Bs0170', 'Rx1292', 'Rx1292', 'Rx1292', 'Rx1292', 'Rx1292', 'Rx1292', 'Rx1292', 'Rx1292', 'Rx1292', 'Rx1292', 'Rx1292', 'Rx1292', 'Rx1292', 'Rx1292', 'Ux0024']",318.83870967741933,179.4473175752322,122.16129032258068,"['Sx1085', 'Rx1298', 'Rx1299', 'Bs0170', 'Rx1292', 'Ux0024']",6,"[2, 16, 1, 2, 14, 1]"
1193,1193,20090328164242,Rx0939Rx0939Rx0939Rx0939Rx0939Rx0939Rx0939Rx0939Rx0939Rx0939Rx0939Rx0939Rx0939---------Rx1300Rx1300Rx1300Rx1300------------Tx0106Tx0106Tx0106Tx0106Tx0106Tx0106Tx0106Tx0106Tx0106Tx0106Tx0106Tx0106----------Rx1301Rx1301Rx1301Rx1301Rx1301Rx1301Rx1301Rx1301Rx1301Rx1301Rx1301Rx1301Rx1301Rx1301Rx1301Rx1301Rx1301Rx1301-------Sx1095Sx1095Sx1095Sx1095Sx1095Sx1095Sx1095Sx1095Sx1095Sx1095Sx1095Sx1095-----------,9:53:00,37,0 days 09:53:00,593,"['Rx0939', 'Rx1300', 'Tx0106', 'Rx1301', 'Sx1095']","['Rx0939', 'Rx0939', 'Rx0939', 'Rx0939', 'Rx0939', 'Rx0939', 'Rx0939', 'Rx0939', 'Rx0939', 'Rx0939', 'Rx0939', 'Rx0939', 'Rx0939', 'Rx1300', 'Rx1300', 'Rx1300', 'Rx1300', 'Tx0106', 'Tx0106', 'Tx0106', 'Tx0106', 'Tx0106', 'Tx0106', 'Tx0106', 'Tx0106', 'Tx0106', 'Tx0106', 'Tx0106', 'Tx0106', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Rx1301', 'Sx1095', 'Sx1095', 'Sx1095', 'Sx1095', 'Sx1095', 'Sx1095', 'Sx1095', 'Sx1095', 'Sx1095', 'Sx1095', 'Sx1095', 'Sx1095']",318.83870967741933,179.4473175752322,274.16129032258067,"['Rx0939', 'Rx1300', 'Tx0106', 'Rx1301', 'Sx1095']",5,"[13, 4, 12, 18, 12]"
1194,1194,20090330015627,-Lx0251Lx0251-Sx1096Sx1096Sx1096Sx1096Sx1096Sx1096Sx1096Sx1096Sx1097Sx1097Sx1097Sx1097----Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252Lx0252--Rx1302Rx1302Rx1302Rx1302Rx1302Rx1302-------,5:32:00,37,0 days 05:32:00,332,"['Lx0251', 'Sx1096', 'Sx1097', 'Lx0252', 'Rx1302']","['Lx0251', 'Lx0251', 'Sx1096', 'Sx1096', 'Sx1096', 'Sx1096', 'Sx1096', 'Sx1096', 'Sx1096', 'Sx1096', 'Sx1097', 'Sx1097', 'Sx1097', 'Sx1097', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Lx0252', 'Rx1302', 'Rx1302', 'Rx1302', 'Rx1302', 'Rx1302', 'Rx1302']",318.83870967741933,179.4473175752322,13.161290322580667,"['Lx0251', 'Sx1096', 'Sx1097', 'Lx0252', 'Rx1302']",5,"[2, 8, 4, 24, 6]"
1195,1195,20090404024815,------Sx1098Sx1098Sx1098Sx1098Sx1098------Sx1099Sx1099Sx1099Sx1099Sx1099Sx1099Sx1099Sx1099Sx1099Sx1099Sx1099Sx1099Sx1099Sx1099Rx0907Rx0907Rx0907Rx0907-------Sm0029Sm0029Sm0029Sm0029Sm0029Sm0029Sm0029-----Lx0182Lx0182Lx0182Lx0182Lx0182--------Sx1100Sx1100-----------------Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094Rx0094---Rx1071Rx1071Rx1071Rx1071Rx1071Rx1071----,10:02:00,37,0 days 10:02:00,602,"['Sx1098', 'Sx1099', 'Rx0907', 'Sm0029', 'Lx0182', 'Sx1100', 'Rx0094', 'Rx1071']","['Sx1098', 'Sx1098', 'Sx1098', 'Sx1098', 'Sx1098', 'Sx1099', 'Sx1099', 'Sx1099', 'Sx1099', 'Sx1099', 'Sx1099', 'Sx1099', 'Sx1099', 'Sx1099', 'Sx1099', 'Sx1099', 'Sx1099', 'Sx1099', 'Sx1099', 'Rx0907', 'Rx0907', 'Rx0907', 'Rx0907', 'Sm0029', 'Sm0029', 'Sm0029', 'Sm0029', 'Sm0029', 'Sm0029', 'Sm0029', 'Lx0182', 'Lx0182', 'Lx0182', 'Lx0182', 'Lx0182', 'Sx1100', 'Sx1100', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx1071', 'Rx1071', 'Rx1071', 'Rx1071', 'Rx1071', 'Rx1071']",318.83870967741933,179.4473175752322,283.16129032258067,"['Sx1098', 'Sx1099', 'Rx0907', 'Sm0029', 'Lx0182', 'Sx1100', 'Rx0094', 'Rx1071']",8,"[5, 14, 4, 7, 5, 2, 29, 6]"
1196,1196,20090408050609,-Rx1080-Sx1101Sx1101Sx1101Sx1101Sx1101Sx1101-----------Sx1102Sx1102Sx1102Sx1102--Sx1103Sx1103Sx1103Sx1103Sx1103Sx1103Sx1103---------Lx0249Lx0249Lx0249Lx0249Lx0249Lx0249Lx0249Lx0249Lx0249Lx0249--,3:34:00,37,0 days 03:34:00,214,"['Rx1080', 'Sx1101', 'Sx1102', 'Sx1103', 'Lx0249']","['Rx1080', 'Sx1101', 'Sx1101', 'Sx1101', 'Sx1101', 'Sx1101', 'Sx1101', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1103', 'Sx1103', 'Sx1103', 'Sx1103', 'Sx1103', 'Sx1103', 'Sx1103', 'Lx0249', 'Lx0249', 'Lx0249', 'Lx0249', 'Lx0249', 'Lx0249', 'Lx0249', 'Lx0249', 'Lx0249', 'Lx0249']",318.83870967741933,179.4473175752322,-104.83870967741932,"['Rx1080', 'Sx1101', 'Sx1102', 'Sx1103', 'Lx0249']",5,"[1, 6, 4, 7, 10]"
1197,1197,20090412233403,-------Rx1303Rx1303Rx1303Rx1303Rx1303Rx1303Rx1303Rx1303Rx1303Rx0094Rx0094--Rx0094Rx0094----Sx1104Sx1104Sx1104Sx1104Sx1104Sx1104Sx1104Sx1104Sx1104Sx1104Sx1104Sx1104Sx1104Sx1104Sx1104Sx1104--Rx1304Rx1304Rx1304Rx1304Rx1304Rx1304Rx1304Rx1304Rx1304------,4:46:00,37,0 days 04:46:00,286,"['Rx1303', 'Rx0094', 'Sx1104', 'Rx1304']","['Rx1303', 'Rx1303', 'Rx1303', 'Rx1303', 'Rx1303', 'Rx1303', 'Rx1303', 'Rx1303', 'Rx1303', 'Rx0094', 'Rx0094', 'Rx0094', 'Rx0094', 'Sx1104', 'Sx1104', 'Sx1104', 'Sx1104', 'Sx1104', 'Sx1104', 'Sx1104', 'Sx1104', 'Sx1104', 'Sx1104', 'Sx1104', 'Sx1104', 'Sx1104', 'Sx1104', 'Sx1104', 'Sx1104', 'Rx1304', 'Rx1304', 'Rx1304', 'Rx1304', 'Rx1304', 'Rx1304', 'Rx1304', 'Rx1304', 'Rx1304']",318.83870967741933,179.4473175752322,-32.83870967741933,"['Rx1303', 'Rx0094', 'Sx1104', 'Rx1304']",4,"[9, 4, 16, 9]"
1198,1198,20090413051250,-Rx0647Rx0647--Hc0040Hc0040Hc0040Hc0040Hc0040Hc0040Hc0040Hc0040Hc0040Hc0040Hc0040Hc0040-----------Sx1102Sx1102Sx1102Sx1102Sx1102Sx1102Sx1102Sx1102Sx1102Sx1102Sx1102Sx1102Sx1102-----Sx1105--Rx0854Rx0854Rx0854Rx0854Rx0854Rx0854Rx0854Rx0854--------Rx1305Rx1305Rx1305Rx1305Rx1305-----Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106Sx1106--------------------------------,11:03:00,37,0 days 11:03:00,663,"['Rx0647', 'Hc0040', 'Sx1102', 'Sx1105', 'Rx0854', 'Rx1305', 'Sx1106']","['Rx0647', 'Rx0647', 'Hc0040', 'Hc0040', 'Hc0040', 'Hc0040', 'Hc0040', 'Hc0040', 'Hc0040', 'Hc0040', 'Hc0040', 'Hc0040', 'Hc0040', 'Hc0040', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1105', 'Rx0854', 'Rx0854', 'Rx0854', 'Rx0854', 'Rx0854', 'Rx0854', 'Rx0854', 'Rx0854', 'Rx1305', 'Rx1305', 'Rx1305', 'Rx1305', 'Rx1305', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106', 'Sx1106']",318.83870967741933,179.4473175752322,344.16129032258067,"['Rx0647', 'Hc0040', 'Sx1102', 'Sx1105', 'Rx0854', 'Rx1305', 'Sx1106']",7,"[2, 12, 13, 1, 8, 5, 36]"
1199,1199,20090415021434,----Sx1107----Sx1108Sx1108---Sx1102Sx1102Sx1102Sx1102Sx1102Sx1102Sx1102-------Rx1084Rx1084Rx1084Rx1084--,2:24:00,37,0 days 02:24:00,144,"['Sx1107', 'Sx1108', 'Sx1102', 'Rx1084']","['Sx1107', 'Sx1108', 'Sx1108', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Sx1102', 'Rx1084', 'Rx1084', 'Rx1084', 'Rx1084']",318.83870967741933,179.4473175752322,-174.83870967741933,"['Sx1107', 'Sx1108', 'Sx1102', 'Rx1084']",4,"[1, 2, 7, 4]"
1200,1200,20090415053841,--Rx0063--Rx1306------------Tx0107Tx0107Tx0107Tx0107Tx0107Tx0107Tx0107Tx0107Tx0107Tx0107Tx0107Tx0107Tx0107Tx0107-------Sx1109Sx1109Sx1109Sx1109Sx1109Sx1109Sx1109-,4:15:00,37,0 days 04:15:00,255,"['Rx0063', 'Rx1306', 'Tx0107', 'Sx1109']","['Rx0063', 'Rx1306', 'Tx0107', 'Tx0107', 'Tx0107', 'Tx0107', 'Tx0107', 'Tx0107', 'Tx0107', 'Tx0107', 'Tx0107', 'Tx0107', 'Tx0107', 'Tx0107', 'Tx0107', 'Tx0107', 'Sx1109', 'Sx1109', 'Sx1109', 'Sx1109', 'Sx1109', 'Sx1109', 'Sx1109']",318.83870967741933,179.4473175752322,-63.83870967741933,"['Rx0063', 'Rx1306', 'Tx0107', 'Sx1109']",4,"[1, 1, 14, 7]"
1201,1201,20090416231030,-------Rx1307----Rx1308Rx1308Rx1308Rx1308Rx1308Rx1308Rx1308Rx1308----------Sx1110Sx1110Sx1110Sx1110------------Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111------Rx1309--Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111Sx1111------Rx1310-----------------------,9:15:00,37,0 days 09:15:00,555,"['Rx1307', 'Rx1308', 'Sx1110', 'Sx1111', 'Rx1309', 'Rx1310']","['Rx1307', 'Rx1308', 'Rx1308', 'Rx1308', 'Rx1308', 'Rx1308', 'Rx1308', 'Rx1308', 'Rx1308', 'Sx1110', 'Sx1110', 'Sx1110', 'Sx1110', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Rx1309', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Sx1111', 'Rx1310']",318.83870967741933,179.4473175752322,236.16129032258067,"['Rx1307', 'Rx1308', 'Sx1110', 'Sx1111', 'Rx1309', 'Sx1111', 'Rx1310']",7,"[1, 8, 4, 22, 1, 16, 1]"
1202,1202,20090430000103,Sx1112----Rx1311Rx1311-Sx0195Sx0195Sx0195Sx0195Sx0195------Rx1312-Rx1313---Rx1314-Rx1315Rx1315------,2:30:00,37,0 days 02:30:00,150,"['Sx1112', 'Rx1311', 'Sx0195', 'Rx1312', 'Rx1313', 'Rx1314', 'Rx1315']","['Sx1112', 'Rx1311', 'Rx1311', 'Sx0195', 'Sx0195', 'Sx0195', 'Sx0195', 'Sx0195', 'Rx1312', 'Rx1313', 'Rx1314', 'Rx1315', 'Rx1315']",318.83870967741933,179.4473175752322,-168.83870967741933,"['Sx1112', 'Rx1311', 'Sx0195', 'Rx1312', 'Rx1313', 'Rx1314', 'Rx1315']",7,"[1, 2, 5, 1, 1, 1, 2]"
1203,1203,20090711025530,------------Sx1003Sx1003-Rx1316Rx1316Rx1316Rx1316Rx1316Rx1316--Tg0046Tg0046-Rx1317Rx1317Rx1317Rx1317Rx1317Rx1317Rx1317Rx1317Rx1317Rx1317Rx1317Rx1317Rx1317Rx1317Rx1317Rx1318Rx1318Rx1318Rx1318Rx1318Rx1318Rx1318Rx1318Rx1318Rx1318Rx1318Rx1318Rx1318Rx1318--,3:38:00,37,0 days 03:38:00,218,"['Sx1003', 'Rx1316', 'Tg0046', 'Rx1317', 'Rx1318']","['Sx1003', 'Sx1003', 'Rx1316', 'Rx1316', 'Rx1316', 'Rx1316', 'Rx1316', 'Rx1316', 'Tg0046', 'Tg0046', 'Rx1317', 'Rx1317', 'Rx1317', 'Rx1317', 'Rx1317', 'Rx1317', 'Rx1317', 'Rx1317', 'Rx1317', 'Rx1317', 'Rx1317', 'Rx1317', 'Rx1317', 'Rx1317', 'Rx1317', 'Rx1318', 'Rx1318', 'Rx1318', 'Rx1318', 'Rx1318', 'Rx1318', 'Rx1318', 'Rx1318', 'Rx1318', 'Rx1318', 'Rx1318', 'Rx1318', 'Rx1318', 'Rx1318']",318.83870967741933,179.4473175752322,-100.83870967741932,"['Sx1003', 'Rx1316', 'Tg0046', 'Rx1317', 'Rx1318']",5,"[2, 6, 2, 15, 14]"
1204,1204,20090713004736,--Sx1113Sx1113Sx1113------Rx1319Rx1319Rx1319--Rx1320Rx1320Rx1320Rx1320---Bs0171--Sx1114-Lx0253Lx0253-Sx1115Sx1115-,2:10:00,37,0 days 02:10:00,130,"['Sx1113', 'Rx1319', 'Rx1320', 'Bs0171', 'Sx1114', 'Lx0253', 'Sx1115']","['Sx1113', 'Sx1113', 'Sx1113', 'Rx1319', 'Rx1319', 'Rx1319', 'Rx1320', 'Rx1320', 'Rx1320', 'Rx1320', 'Bs0171', 'Sx1114', 'Lx0253', 'Lx0253', 'Sx1115', 'Sx1115']",318.83870967741933,179.4473175752322,-188.83870967741933,"['Sx1113', 'Rx1319', 'Rx1320', 'Bs0171', 'Sx1114', 'Lx0253', 'Sx1115']",7,"[3, 3, 4, 1, 1, 2, 2]"
1205,1205,20090713234910,-------Sx1116-Rx1321Rx1321Rx1321Rx1321--Rx1322Rx1322----Sx1117-Sx1118Sx1118Sx1118Sx1118-------Rx1323Rx1323Rx1323-Sx1119---Mx0017-Sm0030Sm0030Sm0030----,4:14:00,37,0 days 04:14:00,254,"['Sx1116', 'Rx1321', 'Rx1322', 'Sx1117', 'Sx1118', 'Rx1323', 'Sx1119', 'Mx0017', 'Sm0030']","['Sx1116', 'Rx1321', 'Rx1321', 'Rx1321', 'Rx1321', 'Rx1322', 'Rx1322', 'Sx1117', 'Sx1118', 'Sx1118', 'Sx1118', 'Sx1118', 'Rx1323', 'Rx1323', 'Rx1323', 'Sx1119', 'Mx0017', 'Sm0030', 'Sm0030', 'Sm0030']",318.83870967741933,179.4473175752322,-64.83870967741933,"['Sx1116', 'Rx1321', 'Rx1322', 'Sx1117', 'Sx1118', 'Rx1323', 'Sx1119', 'Mx0017', 'Sm0030']",9,"[1, 4, 2, 1, 4, 3, 1, 1, 3]"
